"","Gene","RE22","BAA_450"
"467","Propionate--CoA ligase (EC 6.2.1.17)",1,1
"468","Histone acetyltransferase HPA2",1,1
"469","Membrane-associated phospholipid phosphatase",1,1
"470","Promiscuous sugar phosphatase YidA, haloacid dehalogenase-like phosphatase family",1,1
"471","7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)",1,1
"472","7-cyano-7-deazaguanine synthase (EC 6.3.4.20)",1,1
"473","FIG01201286: hypothetical protein",1,1
"474","FIGfam020323",1,1
"475","Agglutination protein",1,1
"476","T1SS secreted agglutinin RTX",1,1
"477","23S rRNA (cytosine(1962)-C(5))-methyltransferase (EC 2.1.1.191)",1,1
"478","Acylphosphate phosphohydrolase (EC 3.6.1.7)",1,1
"479","tRNA 2-thiouridine synthesis protein TusE",1,1
"480","Putative TEGT family carrier/transport protein",1,1
"481","L-amino acid ABC transporter (Glu/Asp/His/...), ATP-binding protein AapP",1,1
"482","L-amino acid ABC transporter (Glu/Asp/His/...), permease protein 2 AapM",1,1
"483","L-amino acid ABC transporter (Glu/Asp/His/...), permease protein 1 AapQ",1,1
"484","L-amino acid ABC transporter (Glu/Asp/His/...), substrate-binding protein AapJ",1,1
"485","Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4)",1,1
"486","UPF0234 protein Yitk",1,1
"487","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)",1,1
"488","Phosphoenolpyruvate synthase (EC 2.7.9.2)",1,1
"489","FIG01199578: hypothetical protein",1,1
"490","Uncharacterized protein SO_0942",1,1
"491","FIG01199643: hypothetical protein",1,1
"492","16S rRNA (cytosine(1407)-C(5))-methyltransferase (EC 2.1.1.178)",1,1
"493","Uncharacterized protein YebT",1,1
"494","Inner membrane protein YebS",1,1
"495","Efflux ABC transporter, permease/ATP-binding protein",1,1
"496","Free methionine-(R)-sulfoxide reductase, contains GAF domain",1,1
"497","RNA chaperone ProQ",1,1
"498","Tail-specific protease precursor (EC 3.4.21.102)",1,1
"499","FOG: WD40 repeat",1,1
"500","Membrane alanine aminopeptidase N (EC 3.4.11.2)",1,1
"501","FIG01199976: hypothetical protein",1,1
"502","NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form",1,1
"503","Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)",1,1
"504","Cell division protein ZapC",1,1
"505","23S rRNA (guanine(2445)-N(2))-methyltransferase (EC 2.1.1.173) / 23S rRNA (guanine(2069)-N(7))-methyltransferase (EC 2.1.1.264)",1,1
"506","Glutaredoxin-like domain-containing protein PA3033",1,1
"507","Bis-ABC ATPase Uup",1,1
"508","Ribosome modulation factor",1,1
"509","3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabA form (EC 4.2.1.59) @ Trans-2-decenoyl-[acyl-carrier-protein] isomerase (EC 5.3.3.14)",1,1
"510","Lon protease homolog YcbZ",1,1
"511","Macrodomain Ter protein YcbG",1,1
"512","FIG01200178: hypothetical protein",1,1
"513","NAD(P)H dehydrogenase (quinone) family protein",1,1
"514","Transcriptional regulator, MerR family",1,1
"515","ABC transporter, substrate-binding protein (cluster 2, ribose/xylose/arabinose/galactose)",1,1
"516","DNA topology modulation protein",1,1
"517","Uropathogenic specific protein",1,1
"518","Arginine racemase (EC 5.1.1.9) @ Lysine racemase (EC 5.1.1.5) @ Ornithine racemase (EC 5.1.1.12)",1,1
"519","Oxidoreductase, FAD-binding",1,1
"520","Cytolysin secretion protein",1,1
"521","Type III secretion cytoplasmic ATP synthase (EC 3.6.3.14, YscN,SpaL,MxiB,HrcN,EscN)",1,1
"522","Type III secretion inner membrane channel protein (LcrD,HrcV,EscV,SsaV)",1,1
"523","Tir chaperone family protein",1,1
"524","secretion system apparatus",1,1
"525","Type III secretion protein SsaK",1,1
"526","Type III secretion bridge between inner and outermembrane lipoprotein (YscJ,HrcJ,EscJ, PscJ)",1,1
"527","Type III secretion protein SsaG",1,1
"528","Type III secretion thermoregulatory protein (LcrF,VirF,transcription regulation of virulence plasmid)",1,1
"529","Transcriptional regulator, HxlR family",1,1
"530","Subclass B3 beta-lactamase (EC 3.5.2.6)",1,1
"531","Type III secretion effector SseF",1,1
"532","Putative pathogenicity island protein",1,1
"533","Secretion system effector SseD",1,1
"534","Secretion system effector SseC",1,1
"535","Secretion system chaparone SscA",1,1
"536","Type III secretion effector SseB",1,1
"537","Type III secretion protein SsaD",1,1
"538","Type III secretion outermembrane pore forming protein (YscC,MxiD,HrcC, InvG)",1,1
"539","Secretion system regulator: Sensor component (EC 2.7.3.-) (EC 2.7.1.40)",1,1
"540","Type III secretion inner membrane protein (YscU,SpaS,EscU,HrcU,SsaU, homologous to flagellar export components)",1,1
"541","Type III secretion inner membrane protein (YscT,HrcT,SpaR,EscT,EpaR1,homologous to flagellar export components)",1,1
"542","Type III secretion inner membrane protein (YscS,homologous to flagellar export components)",1,1
"543","Type III secretion inner membrane protein (YscR,SpaR,HrcR,EscR,homologous to flagellar export components)",1,1
"544","FIG01199584: hypothetical protein",1,1
"545","Cytochrome c oxidase (cbb3-type) subunit CcoN (EC 1.9.3.1)",1,1
"546","Cytochrome c oxidase (cbb3-type) subunit CcoO (EC 1.9.3.1)",1,1
"547","Cytochrome c oxidase (cbb3-type) subunit CcoQ (EC 1.9.3.1)",1,1
"548","Cytochrome c oxidase (cbb3-type) subunit CcoP (EC 1.9.3.1)",1,1
"549","Putative analog of CcoH, COG3198",1,1
"550","Type cbb3 cytochrome oxidase biogenesis protein CcoI; Copper-translocating P-type ATPase (EC 3.6.3.4)",1,1
"551","Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion",1,1
"552","Heavy-metal-associated domain (N-terminus) and membrane-bounded cytochrome biogenesis cycZ-like domain, possible membrane copper tolerance protein",1,1
"553","Fumarate and nitrate reduction regulatory protein",1,1
"554","Universal stress protein E",1,1
"555","tRNA-(cytosine32)-2-thiocytidine synthetase TtcA",1,1
"556","Hypothetical protein, bax gene locus",1,1
"557","Putative Bax protein",1,1
"558","Probable proline and glycine rich transmembrane protein gene in bax",1,1
"559","Spermidine/putrescine import ABC transporter ATP-binding protein PotA (TC 3.A.1.11.1)",1,1
"560","Spermidine/putrescine import ABC transporter permease protein PotB (TC 3.A.1.11.1)",1,1
"561","Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)",1,1
"562","Spermidine/putrescine import ABC transporter substrate-binding protein PotD (TC 3.A.1.11.1)",1,1
"563","NAD-dependent protein deacetylase of SIR2 family",1,1
"564","Ammonium transporter",1,1
"565","Formate dehydrogenase -O, gamma subunit (EC 1.2.1.2)",1,1
"566","Formate dehydrogenase-O, iron-sulfur subunit (EC 1.2.1.2); Putative formate dehydrogenase iron-sulfur subunit (EC 1.2.1.2)",1,1
"567","Formate dehydrogenase-O, major subunit (EC 1.2.1.2)",1,1
"568","Formate dehydrogenase subunit or accessory protein",1,1
"569","Putative formate dehydrogenase-specific chaperone",1,1
"570","Iron-sulfur cluster-binding protein",1,1
"571","FIG01199722: hypothetical protein",1,1
"572","FIG01199563: hypothetical protein",1,1
"573","Sulfur carrier protein FdhD",1,1
"574","putative cytochrome b561",1,1
"575","Short-chain dehydrogenase",1,1
"576","Mll2374 protein",1,1
"577","Beta-lytic metalloendopeptidase (EC 3.4.24.32)",1,1
"578","Transcriptional regulator clustered with PA0057, LysR family",1,1
"579","Metallo-beta-lactamase superfamily protein PA0057",1,1
"580","putataive branched-chain amino acid transport protein AzlC",1,1
"581","Putative transmembrane protein",1,1
"582","Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)",1,1
"583","Transcriptional activator ToxR",1,1
"584","RND efflux system, inner membrane transporter",1,1
"585","Transcriptional regulator, TetR family",1,0
"586","Bis-ABC ATPase YbiT",1,1
"587","Secreted repeat of unknown function",1,1
"588","Major antigenic peptide PEB3",1,1
"589","Sigma-54 dependent response regulator",1,1
"590","Tungstate ABC transporter, substrate-binding protein",1,1
"591","Tungstate ABC transporter, permease protein",1,1
"592","Tungstate ABC transporter, ATP-binding protein",1,1
"593","Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)",1,1
"594","Molybdopterin-guanine dinucleotide biosynthesis protein MobB / Molybdopterin molybdenumtransferase (EC 2.10.1.1)",1,1
"595","N-acetyl-D-glucosamine kinase (EC 2.7.1.59)",1,1
"596","Lipoprotein NlpC",1,1
"597","Type IIA topoisomerase, B subunit",1,1
"598","Ribulosamine/erythrulosamine 3-kinase potentially involved in protein deglycation",1,1
"599","Uncharacterized protein VC1539.5",1,1
"600","Lumazine protein, riboflavin synthase homolog",1,1
"601","Multidrug efflux transporter MdtK/NorM (MATE family)",1,1
"602","DNA ligase (ATP) (EC 6.5.1.1)",1,1
"603","Anti anti-sigma regulatory factor SypA",1,1
"604","Outer membrane protein SypB",1,1
"605","Periplasmic protein SypC involved in polysaccharide export",1,1
"606","Predicted protein SypD",1,1
"607","ABC transporter, substrate-binding protein (cluster 12, methionine/phosphonates)",1,1
"608","Signal transduction histidine kinase SypF",1,1
"609","Sigma-54 dependent transcriptional regulator SypG",1,1
"610","Glycosyltransferase (EC 2.4.1.-) SypH",1,1
"611","Glycosyltransferase (EC 2.4.1.-) SypI",1,1
"612","Glycosyltransferase (EC 2.4.1.-) SypJ",1,1
"613","Oligosaccharide translocase SypK",1,1
"614","Membrane protein SypL involved in exopolysaccharide production",1,1
"615","Acetyltransferase SypM",1,1
"616","Glycosyltransferase SypN",1,1
"617","Polysaccharide biosynthesis chain length regulator SypO",1,1
"618","Glycosyltransferase SypP",1,1
"619","Glycosyltransferase SypQ",1,1
"620","Sugar transferase SypR involved in lipopolysaccharide synthesis",1,1
"621","tRNA-Val-GAC",1,1
"622","Uncharacterized protein XCC0925",1,1
"623","putative secreted protein",1,1
"624","L-ornithine 5-monooxygenase (EC 1.13.12.-), PvdA of pyoverdin biosynthesis",1,1
"625","siderophore biosynthesis protein, putative",1,1
"626","Ferric hydroxamate outer membrane receptor FhuA",1,1
"627","Non-ribosomal peptide synthetase modules, pyoverdine",1,1
"628","Polyketide synthase modules and related proteins",1,1
"629","MbtH-like NRPS chaperone",1,1
"630","ABC-type siderophore export system, fused ATPase and permease components",1,1
"631","Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), permease component FhuB",1,1
"632","Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), periplasmic substrate binding protein FhuD",1,1
"633","Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC",1,1
"634","4'-phosphopantetheinyl transferase (EC 2.7.8.-) [enterobactin] siderophore",1,1
"635","Glycerate kinase (EC 2.7.1.31)",1,1
"636","Sugar diacid utilization regulator SdaR",1,1
"637","Transcriptional regulator VCA0991, LysR family",1,1
"638","Tryptophanase (EC 4.1.99.1)",1,1
"639","VirK",1,1
"640","Outer membrane protein OmpV",1,1
"641","Two-component transcriptional response regulator, OmpR family",1,1
"642","Tryptophan-specific transport protein",1,0
"643","Co-activator of prophage gene expression IbrB",1,0
"644","Co-activator of prophage gene expression IbrA",1,0
"645","Acyl-CoA synthetase",1,1
"646","Protease VII (Omptin) precursor (EC 3.4.23.49)",1,1
"647","Phytochelatin synthase (EC 2.3.2.15), bacterial type",1,1
"648","Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ",1,1
"649","Protein-methionine-sulfoxide reductase catalytic subunit MsrP",1,1
"650","FIG01199933: hypothetical protein",1,1
"651","Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)",1,1
"652","Nitrite transporter from formate/nitrite family",1,1
"653","Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)",1,1
"654","Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)",1,1
"655","diguanylate cyclase (GGDEF domain) with PAS/PAC sensor",1,1
"656","Potential queD like",1,1
"657","FIG01200850: hypothetical protein",1,1
"658","Tricarboxylate transport transcriptional regulator TctD",1,1
"659","Tricarboxylate transport sensor protein TctE",1,1
"660","Cation transport ATPase",1,1
"661","TPR domain protein, putative component of TonB system",1,1
"662","putative TonB-dependent receptor",1,1
"663","Biopolymer transport protein ExbD/TolR",1,1
"664","Ferric siderophore transport system, biopolymer transport protein ExbB",1,1
"665","MotA/TolQ/ExbB proton channel family protein",1,1
"666","TonB system biopolymer transport component; Chromosome segregation ATPase",1,1
"667","Ferrichrome-iron receptor",1,1
"668","Copper-sensing two-component system response regulator CpxR",1,1
"669","MBL-fold metallo-hydrolase superfamily",1,1
"670","Permease of the drug/metabolite transporter (DMT) superfamily",1,1
"671","Superfamily II DNA and RNA helicase",1,1
"672","Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)",1,1
"673","LysR-family transcriptional regulator VCA0830",1,1
"674","Uncharacterized radical SAM protein YjjW",1,1
"675","Uncharacterized glycyl radical protein YjjI",1,1
"676","DNA gyrase subunit A (EC 5.99.1.3)",1,1
"677","3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64) @ 2-polyprenyl-6-hydroxyphenyl methylase (EC 2.1.1.222)",1,1
"678","Ribonucleotide reductase of class Ia (aerobic), alpha subunit (EC 1.17.4.1)",1,1
"679","Ribonucleotide reductase of class Ia (aerobic), beta subunit (EC 1.17.4.1)",1,1
"680","YfaE: ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance",1,1
"681","FIG01199704: hypothetical protein",1,1
"682","ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase paralog YfaY, no functional activity",1,1
"683","Ubiquitin-protein ligase",1,1
"684","Glycine cleavage system regulatory protein",1,1
"685","Carboxynorspermidine decarboxylase (EC 4.1.1.96)",1,1
"686","Carboxynorspermidine synthase (EC 1.5.1.43)",1,1
"687","Diaminobutyrate--2-oxoglutarate aminotransferase (EC 2.6.1.76) / L-2,4-diaminobutyrate decarboxylase (EC 4.1.1.86)",1,1
"688","Na+/H+ antiporter NhaA type",1,1
"689","AttH component of AttEFGH ABC transport system",1,1
"690","AttF component of AttEFGH ABC transport system / AttG component of AttEFGH ABC transport system",1,1
"691","AttE component of AttEFGH ABC transport system",1,1
"692","Na+-driven multidrug efflux pump",1,1
"693","Nucleoside-diphosphate-sugar epimerase",1,1
"694","Multidrug resistance transporter => Bicyclomycin resistance protein Bcr-1",1,1
"695","SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)",1,1
"696","ATP-dependent RNA helicase YejH",1,1
"697","Two-component system response regulator QseB",1,1
"698","probable lipoprotein YPO2292",1,1
"699","FIG01205920: hypothetical protein",1,0
"700","CzcABC family efflux RND transporter, membrane fusion protein",1,1
"701","Beta-1,3-glucosyltransferase",1,1
"702","LSU ribosomal protein L25p",1,1
"703","Transcriptional regulator of succinyl CoA synthetase operon",1,1
"704","PTS system, sucrose-specific IIB component (EC 2.7.1.211) / PTS system, sucrose-specific IIC component",1,1
"705","Sucrose-6-phosphate hydrolase (EC 3.2.1.26)",1,1
"706","Putative glycoporin",1,1
"707","Putative transport protein",1,1
"708","Transcriptional repressor RcnR",1,1
"709","Prolyl endopeptidase (EC 3.4.21.26)",1,1
"710","3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)",1,1
"711","Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)",1,1
"712","Membrane fusion component of MSF-type tripartite multidrug efflux system",1,1
"713","Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system",1,1
"714","MutT/Nudix family protein",1,1
"715","Peptide deformylase (EC 3.5.1.88)",1,1
"716","Mll3428 protein",1,1
"717","Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)",1,1
"718","Cobalamin biosynthesis protein BluB @ 5,6-dimethylbenzimidazole synthase, flavin destructase family",1,1
"719","FIG00919685: hypothetical protein",1,0
"720","Integron integrase IntI2",1,1
"721","diguanylate cyclase/phosphodiesterase (GGDEF & EAL domains) with PAS/PAC sensor(s)",1,1
"722","hypothetical protein; putative membrane protein",1,1
"723","Flagellar biosynthesis protein FliP",1,1
"724","Flagellar hook protein FlgE",1,1
"725","Flagellar basal-body rod modification protein FlgD",1,1
"726","Flagellum-specific ATP synthase FliI",1,1
"727","Flagellar M-ring protein FliF",1,1
"728","Flagellar P-ring protein FlgI",1,1
"729","Flagellar basal-body rod protein FlgG",1,1
"730","Flagellar basal-body rod protein FlgF",1,1
"731","Flagellar biosynthesis protein FlhB",1,1
"732","Flagellar biosynthesis protein FliQ",1,1
"733","Sodium/glycine symporter GlyP",1,1
"734","Transporter, LysE family",1,1
"735","Thermostable carboxypeptidase 1 (EC 3.4.17.19)",1,1
"736","Thiazole tautomerase TenI-like domain",1,1
"737","Auxin efflux carrier family protein",1,1
"738","Betaine/carnitine/choline transporter (BCCT) family",1,1
"739","Microsomal dipeptidase (EC 3.4.13.19)",1,1
"740","Aldehyde dehydrogenase B (EC 1.2.1.22)",1,1
"741","RidA/YER057c/UK114 superfamily protein",1,1
"742","Nitroreductase",1,1
"743","Beta-ketoadipate enol-lactone hydrolase (EC 3.1.1.24)",1,1
"744","putative histidinol dehydrogenase (but probably not)",1,1
"745","4-hydroxy-2-oxovalerate aldolase",1,1
"746","Transcriptional regulator, LacI family",1,1
"747","Sodium/solute symporter",1,1
"748","Putative two-component sensor",1,1
"749","Acriflavin resistance protein",1,1
"750","RND efflux system, membrane fusion protein",1,1
"751","putative sensor histidine kinase",1,1
"752","Bis-ABC ATPase",1,1
"753","N-acylneuraminate cytidylyltransferase (EC 2.7.7.43)",1,1
"754","Transmembrane transport protein",1,1
"755","Putative two-domain glycosyltransferase",1,1
"756","Myo-inositol 2-dehydrogenase 1 (EC 1.1.1.18)",1,1
"757","5-deoxy-glucuronate isomerase (EC 5.3.1.30)",1,1
"758","Inosose isomerase (EC 5.3.99.11)",1,1
"759","Predicted transcriptional regulator of the myo-inositol catabolic operon",1,1
"760","5-keto-2-deoxy-D-gluconate-6 phosphate aldolase (EC 4.1.2.29)",1,1
"761","5-keto-2-deoxygluconokinase (EC 2.7.1.92)",1,1
"762","Myo-inositol 2-dehydrogenase (EC 1.1.1.18)",1,1
"763","3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase (EC 3.7.1.22)",1,1
"764","Inosose dehydratase (EC 4.2.1.44)",1,1
"765","Major myo-inositol transporter IolT",1,1
